"Местное время в Караганде / Сары-Арке (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"11.02.2020 14:00";"-17.0";"717.1";"770.4";"85";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"11.02.2020 13:30";"-17.0";"717.1";"770.4";"78";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
"11.02.2020 13:00";"-16.0";"717.3";"770.4";"85";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"11.02.2020 12:30";"-18.0";"716.9";"770.4";"78";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-21.0";
"11.02.2020 12:00";"-21.0";"716.2";"770.4";"77";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"11.02.2020 11:30";"-22.0";"715.3";"769.6";"84";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"11.02.2020 11:00";"-22.0";"715.3";"769.6";"77";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-25.0";
"11.02.2020 10:30";"-23.0";"715.1";"769.6";"77";"Ветер, дующий с юга";"2";"";"";"";"Рассеянная (40-50%) 60 м";"9.0";"-26.0";
"11.02.2020 10:00";"-23.0";"715.1";"769.6";"77";"Ветер, дующий с юго-юго-запада";"2";"";"Ледяные иглы (алмазная пыль), дымка";"";"Рассеянная (40-50%) 60 м";"3.4";"-26.0";
"11.02.2020 09:30";"-22.0";"715.3";"769.6";"77";"Ветер, дующий с юго-юго-запада";"2";"";"Ледяные иглы (алмазная пыль), дымка";"";"Рассеянная (40-50%) 150 м";"3.4";"-25.0";
"11.02.2020 09:00";"-20.0";"715.1";"768.9";"77";"Ветер, дующий с юго-запада";"2";"";"Слабый(ая)(ые) снежные зерна, дымка";"";"Сплошная (100%) 120 м";"2.7";"-23.0";
"11.02.2020 08:30";"-22.0";"714.6";"768.9";"84";"Переменное направление";"1";"";"Слабый(ая)(ые) снежные зерна";"";"Сплошная (100%) 60 м";"9.0";"-24.0";
"11.02.2020 08:00";"-23.0";"714.4";"768.9";"84";"Переменное направление";"1";"";"Слабый(ая)(ые) снежные зерна";"";"Сплошная (100%) 120 м";"10.0 и более";"-25.0";
"11.02.2020 07:30";"-23.0";"713.7";"768.1";"77";"Ветер, дующий с юго-востока";"1";"";"";"";"Сплошная (100%) 90 м";"10.0 и более";"-26.0";
"11.02.2020 07:00";"-23.0";"713.7";"768.1";"77";"Штиль, безветрие";"0";"";"";"";"Разорванная (60-90%) 90 м";"10.0 и более";"-26.0";
"11.02.2020 06:30";"-24.0";"713.5";"768.1";"84";"Переменное направление";"1";"";"";"";"Разорванная (60-90%) 90 м";"10.0 и более";"-26.0";
"11.02.2020 06:00";"-24.0";"712.7";"767.3";"84";"Ветер, дующий с севера";"1";"";"";"";"Рассеянная (40-50%) 150 м";"9.0";"-26.0";
"11.02.2020 05:30";"-25.0";"712.5";"767.3";"76";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 180 м";"10.0 и более";"-28.0";
"11.02.2020 05:00";"-23.0";"712.3";"766.6";"77";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Рассеянная (40-50%) 150 м";"10.0 и более";"-26.0";
"11.02.2020 04:30";"-22.0";"712.5";"766.6";"84";"Ветер, дующий с запада";"4";"";"";"";"Незначительная (10-30%) 180 м";"10.0 и более";"-24.0";
"11.02.2020 04:00";"-25.0";"711.9";"766.6";"83";"Ветер, дующий с запада";"3";"";"";"";"Незначительная (10-30%) 180 м";"10.0 и более";"-27.0";
"11.02.2020 03:30";"-24.0";"711.3";"765.8";"84";"Ветер, дующий с запада";"3";"";"";"";"Незначительная (10-30%) 240 м";"10.0 и более";"-26.0";
"11.02.2020 03:00";"-23.0";"711.6";"765.8";"77";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Незначительная (10-30%) 180 м";"10.0 и более";"-26.0";
"11.02.2020 02:30";"-22.0";"711.8";"765.8";"77";"Ветер, дующий с запада";"4";"";"";"";"Незначительная (10-30%) 150 м";"10.0 и более";"-25.0";
"11.02.2020 02:00";"-22.0";"711.0";"765.0";"84";"Ветер, дующий с запада";"3";"";"";"";"Незначительная (10-30%) 180 м";"10.0 и более";"-24.0";
"11.02.2020 01:30";"-23.0";"710.8";"765.0";"84";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-25.0";
"11.02.2020 01:00";"-26.0";"710.2";"765.0";"83";"Ветер, дующий с юго-запада";"3";"";"";"";"Незначительная (10-30%) 240 м";"10.0 и более";"-28.0";
"11.02.2020 00:30";"-24.0";"710.0";"764.3";"84";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Незначительная (10-30%) 270 м";"10.0 и более";"-26.0";
"11.02.2020 00:00";"-23.0";"710.2";"764.3";"77";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Рассеянная (40-50%) 240 м";"9.0";"-26.0";
"10.02.2020 23:30";"-23.0";"710.2";"764.3";"77";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Рассеянная (40-50%) 210 м";"9.0";"-26.0";
"10.02.2020 23:00";"-23.0";"709.4";"763.5";"84";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) снег";"";"Незначительная (10-30%) 90 м, рассеянная (40-50%) 480 м";"10.0 и более";"-25.0";
"10.02.2020 22:30";"-21.0";"709.8";"763.5";"77";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) снег";"";"Незначительная (10-30%) 120 м, рассеянная (40-50%) 510 м";"8.0";"-24.0";
"10.02.2020 22:00";"-19.0";"709.6";"762.8";"84";"Ветер, дующий с западо-юго-запада";"2";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 90 м";"7.0";"-21.0";
"10.02.2020 21:30";"-21.0";"709.2";"762.8";"84";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Рассеянная (40-50%) 390 м";"10.0 и более";"-23.0";
"10.02.2020 21:00";"-21.0";"708.4";"762.0";"84";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 600 м";"10.0 и более";"-23.0";
"10.02.2020 20:30";"-19.0";"708.8";"762.0";"84";"Переменное направление";"1";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 600 м";"7.0";"-21.0";
"10.02.2020 20:00";"-18.0";"709.0";"762.0";"84";"Ветер, дующий с севера";"2";"";"Слабый(ая)(ые) снег, дымка";"";"Рассеянная (40-50%) 630 м";"5.0";"-20.0";
"10.02.2020 19:30";"-15.0";"708.9";"761.2";"85";"Ветер, дующий с севера";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Рассеянная (40-50%) 600 м";"2.2";"-17.0";
"10.02.2020 19:00";"-14.0";"709.1";"761.2";"85";"Ветер, дующий с севера";"2";"";"Слабый(ая)(ые) снег, дымка";"";"Разорванная (60-90%) 660 м";"4.2";"-16.0";
"10.02.2020 18:30";"-14.0";"708.4";"760.5";"85";"Ветер, дующий с севера";"3";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 780 м";"5.0";"-16.0";
"10.02.2020 18:00";"-15.0";"708.2";"760.5";"85";"Ветер, дующий с севера";"3";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"-17.0";
"10.02.2020 17:30";"-14.0";"708.4";"760.5";"85";"Ветер, дующий с севера";"3";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"-16.0";
"10.02.2020 17:00";"-13.0";"708.6";"760.5";"85";"Ветер, дующий с севера";"3";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"-15.0";
"10.02.2020 16:30";"-12.0";"708.1";"759.7";"85";"Ветер, дующий с севера";"3";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 780 м";"7.0";"-14.0";
"10.02.2020 16:00";"-11.0";"708.3";"759.7";"79";"Ветер, дующий с севера";"4";"";"Снег";"";"Сплошная (100%) 690 м";"3.0";"-14.0";
"10.02.2020 15:30";"-11.0";"708.3";"759.7";"85";"Ветер, дующий с запада";"2";"";"Снег";"";"Сплошная (100%) 690 м";"3.0";"-13.0";
"10.02.2020 15:00";"-11.0";"708.3";"759.7";"79";"Ветер, дующий с запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 600 м";"4.5";"-14.0";
"10.02.2020 14:30";"-11.0";"707.6";"759.0";"79";"Ветер, дующий с запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 690 м";"4.2";"-14.0";
"10.02.2020 14:00";"-12.0";"707.4";"759.0";"85";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 780 м";"4.4";"-14.0";
"10.02.2020 13:30";"-11.0";"707.6";"759.0";"85";"Ветер, дующий с запада";"6";"";"Снег";"";"Сплошная (100%) 690 м";"3.1";"-13.0";
"10.02.2020 13:00";"-11.0";"707.6";"759.0";"85";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 600 м";"4.4";"-13.0";
"10.02.2020 12:30";"-11.0";"707.6";"759.0";"85";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 600 м";"4.4";"-13.0";
"10.02.2020 12:00";"-10.0";"707.8";"759.0";"85";"Ветер, дующий с запада";"6";"";"Снег";"";"Сплошная (100%) 540 м";"3.2";"-12.0";
"10.02.2020 11:30";"-10.0";"707.8";"759.0";"85";"Ветер, дующий с запада";"6";"";"Снег";"";"Сплошная (100%) 450 м";"3.5";"-12.0";
"10.02.2020 11:00";"-10.0";"707.1";"758.2";"85";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 450 м";"4.2";"-12.0";
"10.02.2020 10:30";"-10.0";"707.1";"758.2";"85";"Ветер, дующий с запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 480 м";"4.6";"-12.0";
"10.02.2020 10:00";"-9.0";"707.2";"758.2";"86";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 750 м";"4.2";"-11.0";
"10.02.2020 09:30";"-9.0";"706.8";"757.7";"93";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 690 м";"2.7";"-10.0";
"10.02.2020 09:00";"-9.0";"706.8";"757.7";"93";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег, дымка";"";"Разорванная (60-90%) 570 м";"2.7";"-10.0";
"10.02.2020 08:30";"-9.0";"706.8";"757.7";"93";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 930 м";"6.0";"-10.0";
"10.02.2020 08:00";"-8.0";"706.2";"756.9";"86";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег, дымка";"";"Разорванная (60-90%) 930 м";"5.0";"-10.0";
"10.02.2020 07:30";"-7.0";"706.4";"756.9";"86";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 930 м";"10.0 и более";"-9.0";
"10.02.2020 07:00";"-7.0";"706.4";"756.9";"93";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 930 м";"10.0 и более";"-8.0";
"10.02.2020 06:30";"-7.0";"705.7";"756.2";"93";"Ветер, дующий с северо-северо-запада";"3";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 900 м";"10.0 и более";"-8.0";
"10.02.2020 06:00";"-6.0";"705.9";"756.2";"86";"Ветер, дующий с западо-северо-запада";"3";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 870 м";"10.0 и более";"-8.0";
"10.02.2020 05:30";"-6.0";"705.2";"755.4";"86";"Ветер, дующий с северо-запада";"4";"";"";"";"Разорванная (60-90%) 780 м";"10.0 и более";"-8.0";
"10.02.2020 05:00";"-6.0";"705.2";"755.4";"93";"Ветер, дующий с северо-запада";"5";"";"";"";"Разорванная (60-90%) 480 м";"10.0 и более";"-7.0";
"10.02.2020 04:30";"-5.0";"704.6";"754.6";"86";"Ветер, дующий с северо-запада";"6";"";"";"";"Разорванная (60-90%) 390 м, сплошная (100%) 690 м";"10.0 и более";"-7.0";
"10.02.2020 04:00";"-4.0";"704.1";"753.9";"86";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 390 м, сплошная (100%) 690 м";"10.0 и более";"-6.0";
"10.02.2020 03:30";"-4.0";"704.1";"753.9";"93";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 390 м, сплошная (100%) 690 м";"10.0 и более";"-5.0";
"10.02.2020 03:00";"-4.0";"703.4";"753.1";"93";"Ветер, дующий с запада";"2";"";"";"";"Разорванная (60-90%) 390 м, сплошная (100%) 690 м";"10.0 и более";"-5.0";
"10.02.2020 02:30";"-4.0";"703.4";"753.1";"93";"Переменное направление";"1";"";"";"";"Разорванная (60-90%) 390 м";"10.0 и более";"-5.0";
"10.02.2020 02:00";"-4.0";"703.4";"753.1";"86";"Ветер, дующий с юга";"1";"";"";"";"Разорванная (60-90%) 390 м";"10.0 и более";"-6.0";
"10.02.2020 01:30";"-4.0";"702.6";"752.3";"86";"Переменное направление";"1";"";"";"";"Разорванная (60-90%) 450 м";"10.0 и более";"-6.0";
"10.02.2020 01:00";"-4.0";"702.6";"752.3";"86";"Ветер, дующий с востока";"2";"";"";"";"Разорванная (60-90%) 450 м";"10.0 и более";"-6.0";
"10.02.2020 00:30";"-4.0";"702.0";"751.6";"86";"Ветер, дующий с северо-востока";"2";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 480 м, кучево-дождевые облака";"9.0";"-6.0";
"10.02.2020 00:00";"-4.0";"702.0";"751.6";"86";"Ветер, дующий с севера";"2";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"8.0";"-6.0";
"09.02.2020 23:30";"-4.0";"701.2";"750.8";"93";"Ветер, дующий с севера";"4";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 630 м, кучево-дождевые облака";"7.0";"-5.0";
"09.02.2020 23:00";"-4.0";"700.6";"750.1";"93";"Ветер, дующий с севера";"4";"";"Ливень (ливни), снег";"";"Рассеянная (40-50%) 330 м, разорванная (60-90%) 780 м, кучево-дождевые облака";"4.0";"-5.0";
"09.02.2020 22:30";"-3.0";"700.8";"750.1";"93";"Ветер, дующий с севера";"5";"";"Ливень (ливни), снег";"";"Рассеянная (40-50%) 240 м, разорванная (60-90%) 780 м, кучево-дождевые облака";"2.3";"-4.0";
"09.02.2020 22:00";"-3.0";"700.0";"749.3";"93";"Ветер, дующий с севера";"6";"";"Снег, дождь";"";"Рассеянная (40-50%) 330 м, сплошная (100%) 600 м";"2.5";"-4.0";
"09.02.2020 21:30";"-2.0";"699.4";"748.5";"93";"Ветер, дующий с севера";"5";"";"Снег, дождь";"";"Рассеянная (40-50%) 210 м, сплошная (100%) 600 м";"1.9";"-3.0";
"09.02.2020 21:00";"-2.0";"699.4";"748.5";"100";"Ветер, дующий с северо-северо-запада";"6";"";"Снег, дождь";"";"Разорванная (60-90%) 60 м, сплошная (100%) 390 м";"1.3";"-2.0";
"09.02.2020 20:30";"0.0";"699.1";"747.8";"93";"Ветер, дующий с запада";"5";"";"Снег, дождь";"";"Разорванная (60-90%) 60 м, сплошная (100%) 480 м";"1.4";"-1.0";
"09.02.2020 20:00";"0.0";"699.1";"747.8";"93";"Ветер, дующий с запада";"4";"";"Сильный(ая)(ые) снег, дождь";"";"Разорванная (60-90%) 60 м, сплошная (100%) 420 м";"0.9";"-1.0";
"09.02.2020 19:30";"0.0";"699.1";"747.8";"100";"Ветер, дующий с запада";"4";"";"Ливень (ливни), снег, дождь, дымка";"";"Разорванная (60-90%) 60 м, сплошная (100%) 510 м, кучево-дождевые облака";"1.1";"0.0";
"09.02.2020 19:00";"0.0";"698.4";"747.0";"100";"Ветер, дующий с запада";"4";"";"Ливень (ливни), снег, дождь, дымка";"";"Разорванная (60-90%) 60 м, сплошная (100%) 630 м, кучево-дождевые облака";"1.0";"0.0";
"09.02.2020 18:30";"0.0";"698.4";"747.0";"100";"Ветер, дующий с запада";"4";"";"Слабый(ая)(ые) ливень (ливни), снег, дождь, дымка";"";"Разорванная (60-90%) 60 м, сплошная (100%) 450 м, кучево-дождевые облака";"1.4";"0.0";
"09.02.2020 18:00";"0.0";"698.4";"747.0";"100";"Ветер, дующий с запада";"3";"";"Ливень (ливни), снег, дождь, дымка";"";"Разорванная (60-90%) 60 м, сплошная (100%) 390 м, кучево-дождевые облака";"1.8";"0.0";
"09.02.2020 17:30";"0.0";"698.4";"747.0";"100";"Ветер, дующий с юго-запада";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь, дымка";"";"Рассеянная (40-50%) 240 м, разорванная (60-90%) 1380 м, кучево-дождевые облака";"4.2";"0.0";
"09.02.2020 17:00";"0.0";"698.4";"747.0";"100";"Ветер, дующий с западо-юго-запада";"4";"";"Слабый(ая)(ые) ливень (ливни), дождь, снег";"";"Рассеянная (40-50%) 300 м, разорванная (60-90%) 900 м, кучево-дождевые облака";"4.3";"0.0";
"09.02.2020 16:30";"1.0";"699.3";"747.8";"93";"Ветер, дующий с западо-юго-запада";"6";"";"Сильный(ая)(ые) ливень (ливни), снег, дождь";"";"Разорванная (60-90%) 240 м, сплошная (100%) 420 м, кучево-дождевые облака";"0.8";"0.0";
"09.02.2020 16:00";"2.0";"698.7";"747.0";"87";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"0.0";
"09.02.2020 15:30";"2.0";"698.7";"747.0";"87";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Разорванная (60-90%) 480 м";"10.0 и более";"0.0";
"09.02.2020 15:00";"3.0";"698.9";"747.0";"81";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Рассеянная (40-50%) 1470 м";"10.0 и более";"0.0";
"09.02.2020 14:30";"3.0";"699.7";"747.8";"75";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Рассеянная (40-50%) 1440 м";"10.0 и более";"-1.0";
"09.02.2020 14:00";"3.0";"698.9";"747.0";"75";"Ветер, дующий с западо-юго-запада";"7";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 990 м";"10.0 и более";"-1.0";
"09.02.2020 13:30";"4.0";"699.1";"747.0";"70";"Ветер, дующий с запада";"8";"";"";"";"Рассеянная (40-50%) 1440 м";"10.0 и более";"-1.0";
"09.02.2020 13:00";"2.0";"698.7";"747.0";"81";"Ветер, дующий с юго-юго-запада";"9";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"09.02.2020 12:30";"2.0";"698.7";"747.0";"75";"Ветер, дующий с юго-юго-запада";"12";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-2.0";
"09.02.2020 12:00";"2.0";"698.1";"746.3";"70";"Ветер, дующий с юга";"12";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"-3.0";
"09.02.2020 11:30";"1.0";"698.6";"747.0";"75";"Ветер, дующий с юга";"11";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"-3.0";
"09.02.2020 11:00";"1.0";"698.6";"747.0";"75";"Ветер, дующий с юга";"6";"";"";"";"Незначительная (10-30%) 1500 м, кучево-дождевые облака";"10.0 и более";"-3.0";
"09.02.2020 10:30";"0.0";"698.4";"747.0";"75";"Ветер, дующий с юга";"8";"";"";"";"Незначительная (10-30%) 1500 м, кучево-дождевые облака";"10.0 и более";"-4.0";
"09.02.2020 10:00";"0.0";"699.1";"747.8";"75";"Ветер, дующий с юга";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"09.02.2020 09:30";"0.0";"699.8";"748.5";"75";"Ветер, дующий с юга";"9";"";"";"";"Незначительная (10-30%) 840 м";"10.0 и более";"-4.0";
"09.02.2020 09:00";"0.0";"699.8";"748.5";"75";"Ветер, дующий с юга";"10";"";"";"";"Рассеянная (40-50%) 900 м";"10.0 и более";"-4.0";
"09.02.2020 08:30";"1.0";"700.0";"748.5";"75";"Ветер, дующий с юга";"9";"";"";"";"Разорванная (60-90%) 1380 м";"10.0 и более";"-3.0";
"09.02.2020 08:00";"3.0";"700.3";"748.5";"75";"Ветер, дующий с юга";"6";"";"";"";"Разорванная (60-90%) 1290 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"09.02.2020 07:30";"3.0";"701.1";"749.3";"81";"Ветер, дующий с юго-запада";"7";"";"";"";"Рассеянная (40-50%) 1380 м";"10.0 и более";"0.0";
"09.02.2020 07:00";"3.0";"701.1";"749.3";"75";"Ветер, дующий с юго-запада";"10";"";"";"";"Рассеянная (40-50%) 1380 м";"10.0 и более";"-1.0";
"09.02.2020 06:30";"4.0";"701.2";"749.3";"70";"Ветер, дующий с юго-запада";"9";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"09.02.2020 06:00";"2.0";"700.9";"749.3";"75";"Ветер, дующий с юго-юго-запада";"11";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"-2.0";
"09.02.2020 05:00";"1.0";"700.7";"749.3";"75";"Ветер, дующий с юго-юго-запада";"9";"";"";"";"Рассеянная (40-50%) 1470 м";"10.0 и более";"-3.0";
"09.02.2020 04:30";"2.0";"700.9";"749.3";"75";"Ветер, дующий с юга";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"09.02.2020 04:00";"3.0";"701.1";"749.3";"70";"Ветер, дующий с юго-юго-запада";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"09.02.2020 03:30";"3.0";"701.8";"750.1";"70";"Ветер, дующий с юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"09.02.2020 03:00";"1.0";"702.1";"750.8";"75";"Ветер, дующий с юга";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"09.02.2020 02:30";"1.0";"702.1";"750.8";"75";"Ветер, дующий с юго-юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"09.02.2020 02:00";"1.0";"702.1";"750.8";"75";"Ветер, дующий с юго-юго-запада";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"09.02.2020 01:00";"1.0";"702.1";"750.8";"75";"Ветер, дующий с юго-юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"09.02.2020 00:30";"1.0";"702.9";"751.6";"75";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"09.02.2020 00:00";"1.0";"702.9";"751.6";"75";"Ветер, дующий с юго-юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"08.02.2020 23:30";"1.0";"702.9";"751.6";"75";"Ветер, дующий с юго-юго-запада";"11";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"08.02.2020 23:00";"1.0";"703.5";"752.3";"81";"Ветер, дующий с юга";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"08.02.2020 22:30";"2.0";"703.7";"752.3";"75";"Ветер, дующий с юго-юго-запада";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"08.02.2020 22:00";"2.0";"703.7";"752.3";"75";"Ветер, дующий с юго-юго-запада";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"08.02.2020 21:30";"2.0";"703.7";"752.3";"75";"Ветер, дующий с юго-юго-запада";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"08.02.2020 21:00";"2.0";"704.4";"753.1";"81";"Ветер, дующий с юго-юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 20:30";"2.0";"705.2";"753.9";"81";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 20:00";"3.0";"705.4";"753.9";"75";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 19:30";"3.0";"705.4";"753.9";"75";"Ветер, дующий с юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 19:00";"3.0";"705.4";"753.9";"75";"Ветер, дующий с юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 18:30";"3.0";"705.4";"753.9";"75";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 18:00";"3.0";"705.4";"753.9";"75";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 17:30";"3.0";"705.4";"753.9";"75";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 17:00";"3.0";"706.0";"754.6";"75";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 16:30";"4.0";"706.2";"754.6";"70";"Ветер, дующий с западо-юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 16:00";"4.0";"706.2";"754.6";"70";"Ветер, дующий с юго-запада";"11";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 15:30";"4.0";"706.2";"754.6";"70";"Ветер, дующий с юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 15:00";"4.0";"706.2";"754.6";"70";"Ветер, дующий с юго-запада";"11";"";"Поземок, снег";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 14:30";"4.0";"706.2";"754.6";"70";"Ветер, дующий с юго-запада";"13";"";"Поземок, снег";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"08.02.2020 14:00";"4.0";"705.5";"753.9";"65";"Ветер, дующий с юго-юго-запада";"16";"";"Поземок, снег";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"08.02.2020 13:30";"4.0";"705.5";"753.9";"65";"Ветер, дующий с юго-юго-запада";"17";"";"Поземок, снег";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"08.02.2020 13:00";"4.0";"705.5";"753.9";"65";"Ветер, дующий с юго-юго-запада";"14";"";"Поземок, снег";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"08.02.2020 12:30";"4.0";"706.2";"754.6";"65";"Ветер, дующий с юго-юго-запада";"13";"";"Поземок, снег";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"08.02.2020 12:00";"4.0";"705.5";"753.9";"65";"Ветер, дующий с юго-юго-запада";"17";"";"Низовая (метель, буря) снег";"";"Нет существенной облачности";"8.0";"-2.0";
"08.02.2020 11:30";"3.0";"705.4";"753.9";"70";"Ветер, дующий с юго-юго-запада";"14";"";"Низовая (метель, буря) снег";"";"Нет существенной облачности";"5.0";"-2.0";
